Product Name,Price_Clean,Rating_Clean,Value_Score,url
"GPU Support Bracket, Graphics Video Card Brace with Height Adjustable, Anti Sag Holder for Universal Graphics Card Sag, GPU Stand with Magnet and Rubber Pad (Black)",5.0,4.7,1345.892,https://www.amazon.com/Aivalas-Support-Graphics-Adjustable-Universal/dp/B0BPGJCLYR/ref=sr_1_54?dib=eyJ2IjoiMSJ9.5XzHLAjkfXSTc0tlFdefwB86rl_i9rL0wCdceHIH7XmJ5P-i22N31yluxfE-ifTW84Ky5hByGy0vXomgTNjwUZteaUVoVOnOr2RF4H-TNACqJcodvqdslVqtITxMa0LC5FVJJwx36CpszzsyS2q-oKlHeVvtOqom4Ul0YNShDBfN4pEO7lcaRMYU8arenmtm3DicXX7Mfp7ZUJj8iFWmKL5m2zGwZZcy6zC9eDU1EWA.MkKhkOEmaLF1RpzOKbitUJO_76rcSeJTyYGDlIl0GUE&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534255&sr=8-54
"ASUS Dual NVIDIA GeForce RTX 3050 6GB OC Edition Gaming Graphics Card - PCIe 4.0, 6GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-Slot Design, Axial-tech Fan Design, 0dB Technology, Steel Bracket",199.0,4.6,33.09688442211055,https://www.amazon.com/ASUS-NVIDIA-GeForce-Gaming-Graphics/dp/B0CVCG2VPK/ref=sr_1_71?dib=eyJ2IjoiMSJ9.Xb_O9AtW_9sz1TW0JSvmhXxMnVOWssf3As0i241D7VYxEPWGQEnoNVGzJvFrVulbRr0UTYbYzagXuhQFhjhusBzSss0SYiFz-rY_MEdEyPZeaNtHj3QVls9hAzChZoVXJZlku7nKF1JW_ffd0dMuKEJSWk7htG8REm0tOHYNSg4EGPLpcQ3pDBESH6vqlgV6SB_hg7ctu3nPmxTxTFJTgA3FePCnE697ZuJdpfdy5yE.kcrb7Qj3WWGc7E3-xCoj3Kd4CV8eUlw-ivj4YqDnh0s&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534296&sr=8-71
MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Torx Twin Fan Ampere OC Graphics Card,299.0,4.7,22.50655518394649,https://www.amazon.com/MSI-GeForce-RTX-3060-12G/dp/B08WPRMVWB/ref=sr_1_42?dib=eyJ2IjoiMSJ9.-OfEDU8Vm-40lzzeI0Ec31X8G35jGCuPWK73o4u0cijMPadK9W6WJT5WK56a9hQsjTnKq9VEyNA74MWcVDaOjbZ_CzlreOpC4RXKbr_o6tpFN0YzPpLODGZt3CYlEjfJ82WK7A5b9jutMfHWDMVt8Uyvou4lA8f-iKhGAlboh-y3E3vH1nI38GSL_LPvo-IWH8Eyjx0uyNwnt6bMsm2zKd3xvNnxQa__uN5aXFd3ocY.Ikb2OIUBWpDn2L8rGcZ-Hw338-Mk1ZKQWz4HvtyjhPI&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534210&sr=8-42
"GIGABYTE GeForce RTX 5060 WINDFORCE 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0, WINDFORCE Cooling System, GV-N5060WF2-8GD Video Card",299.0,4.7,22.50655518394649,https://www.amazon.com/GIGABYTE-GeForce-WINDFORCE-Graphics-GV-N5060WF2-8GD/dp/B0F8LPDVPQ/ref=sr_1_90?dib=eyJ2IjoiMSJ9.DzoufdesyCmZjDVd9SKcvLZ1s52x8YvSGa_Zc7amGGNOECFTLefWZbZ_tF2qRlE4k0r80XLeyR06lJdvbY1BkFgiwAEC9xIUiCQPFeI-KeRsF6tOl9yexHkOkDbaF9i47BhPAxeQOErDdDgUASLsa8obowtX1Ps8TLrsu95XO3czLWTPPvcxZUk9YKzVBwzW9_GtFSlvYAB-9acYOF3KUoCUklFjNvgT4FevoNYZ-2E.vS_0fmnCV0aJi5KDYjb5u4DhYq8HUhDaGiwOJEbELSQ&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534341&sr=8-90
"GIGABYTE GeForce RTX 5060 WINDFORCE 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0, WINDFORCE Cooling System, GV-N5060WF2-8GD Video Card",299.0,4.7,22.50655518394649,https://www.amazon.com/GIGABYTE-GeForce-WINDFORCE-Graphics-GV-N5060WF2-8GD/dp/B0F8LPDVPQ/ref=sr_1_98?dib=eyJ2IjoiMSJ9.uB7YsepZg5UfQT5ed_dxO6Jjr_aW4AS_O2qXmaR94xksEqPnXE2yTb__PAnX4qLzHPn0ULtVS-fBOnz5MOw_nVDzIRCZF4dI2lwsPPWbxghfAQ7HoMIToV5JLj94tWnG1umCU4axXm5nRp8FHPBMj3dg801AJ7sSXBpAG2rT4ekll-RovPGZL7_k-bp8qeDNDy16T2W1pLgteNE4g2aupBl7XAKezw6PFEuv2pLvGT0.LsRVWpqmh4ZrvMZ2XJISwZAODggUQyqubZfSXcOttUM&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534390&sr=8-98
"GIGABYTE GeForce RTX 5060 AERO OC 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0, WINDFORCE Cooling System, GV-N5060AERO OC-8GD Video Card",334.0,4.8,20.576766467065866,https://www.amazon.com/GIGABYTE-Graphics-WINDFORCE-GV-N5060AERO-OC-8GD/dp/B0F8MH9LG2/ref=sr_1_113?dib=eyJ2IjoiMSJ9.uB7YsepZg5UfQT5ed_dxO6Jjr_aW4AS_O2qXmaR94xksEqPnXE2yTb__PAnX4qLzHPn0ULtVS-fBOnz5MOw_nVDzIRCZF4dI2lwsPPWbxghfAQ7HoMIToV5JLj94tWnG1umCU4axXm5nRp8FHPBMj3dg801AJ7sSXBpAG2rT4ekll-RovPGZL7_k-bp8qeDNDy16T2W1pLgteNE4g2aupBl7XAKezw6PFEuv2pLvGT0.LsRVWpqmh4ZrvMZ2XJISwZAODggUQyqubZfSXcOttUM&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534390&sr=8-113
"GIGABYTE GeForce RTX 5060 AERO OC 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0, WINDFORCE Cooling System, GV-N5060AERO OC-8GD Video Card",334.0,4.8,20.576766467065866,https://www.amazon.com/GIGABYTE-Graphics-WINDFORCE-GV-N5060AERO-OC-8GD/dp/B0F8MH9LG2/ref=sr_1_114?dib=eyJ2IjoiMSJ9.4xDAsnZejd_Zog1cZvnBCwSNjbiFd0xoywDc1Rk8voU0o0L6cxiXMltZypzCUZB9BCwHC1vFyNakZ058Dm08TQet0GBafqL2S79p7OPWZQfG5oyXkw1Sr57zbXIxJFFPXvHNwxmpwaITRwktyIqcsK2fm2bO21g46L4vC_rd4ogP207kQuQMS90JBIKpv7CXvFNq3G2_UfvrYtV_1HX0chEvi3WHsU2tWJWNdSTQ2fY.iB4VVjVaBMvHF-MKftFPWpEI7LmcIFSANMeEszvSaNw&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534432&sr=8-114
"ASUS Dual NVIDIA GeForce RTX 3060 V2 OC Edition 12GB GDDR6 Gaming Graphics Card (PCIe 4.0, 12GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, 2-Slot, Axial-tech Fan Design, 0dB Technology)",329.0,4.7,20.454285714285717,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-Technology/dp/B0985X2YR1/ref=sr_1_77?dib=eyJ2IjoiMSJ9.Xb_O9AtW_9sz1TW0JSvmhXxMnVOWssf3As0i241D7VYxEPWGQEnoNVGzJvFrVulbRr0UTYbYzagXuhQFhjhusBzSss0SYiFz-rY_MEdEyPZeaNtHj3QVls9hAzChZoVXJZlku7nKF1JW_ffd0dMuKEJSWk7htG8REm0tOHYNSg4EGPLpcQ3pDBESH6vqlgV6SB_hg7ctu3nPmxTxTFJTgA3FePCnE697ZuJdpfdy5yE.kcrb7Qj3WWGc7E3-xCoj3Kd4CV8eUlw-ivj4YqDnh0s&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534296&sr=8-77
"GIGABYTE GeForce RTX 5060 Gaming OC 8G Graphics Card, 8GB 128-bit GDDR7, PCIe 5.0, WINDFORCE Cooling System, GV-N5060GAMING OC-8GD Video Card",329.0,4.7,20.454285714285717,https://www.amazon.com/GIGABYTE-GeForce-Graphics-WINDFORCE-GV-N5060GAMING/dp/B0F8L759L4/ref=sr_1_120?dib=eyJ2IjoiMSJ9.4xDAsnZejd_Zog1cZvnBCwSNjbiFd0xoywDc1Rk8voU0o0L6cxiXMltZypzCUZB9BCwHC1vFyNakZ058Dm08TQet0GBafqL2S79p7OPWZQfG5oyXkw1Sr57zbXIxJFFPXvHNwxmpwaITRwktyIqcsK2fm2bO21g46L4vC_rd4ogP207kQuQMS90JBIKpv7CXvFNq3G2_UfvrYtV_1HX0chEvi3WHsU2tWJWNdSTQ2fY.iB4VVjVaBMvHF-MKftFPWpEI7LmcIFSANMeEszvSaNw&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534432&sr=8-120
"PNY NVIDIA GeForce RTX™ 5060 8GB Overclocked Dual Fan Graphics Card (DLSS 4, PCIe® 5.0, HDMI®/DP 2.1, 2-Slot)",299.0,4.1,19.633377926421403,https://www.amazon.com/PNY-NVIDIA-GeForce-Overclocked-Graphics/dp/B0F4Z2DNH2/ref=sr_1_121?dib=eyJ2IjoiMSJ9.4xDAsnZejd_Zog1cZvnBCwSNjbiFd0xoywDc1Rk8voU0o0L6cxiXMltZypzCUZB9BCwHC1vFyNakZ058Dm08TQet0GBafqL2S79p7OPWZQfG5oyXkw1Sr57zbXIxJFFPXvHNwxmpwaITRwktyIqcsK2fm2bO21g46L4vC_rd4ogP207kQuQMS90JBIKpv7CXvFNq3G2_UfvrYtV_1HX0chEvi3WHsU2tWJWNdSTQ2fY.iB4VVjVaBMvHF-MKftFPWpEI7LmcIFSANMeEszvSaNw&dib_tag=se&keywords=NVIDIA+RTX+5090&qid=1756534432&sr=8-121
